201501011200 	58462	松江	4.7	16	6.4	0
201501011200 	58463	奉贤	5.1	18	4.7	0
201501011500 	58361	闵行	5.2	343	5.5	0
201501011500 	58362	宝山	4.3	310	4.5	0
201501011500 	58365	嘉定	4.5	9	6.1	0
201501011500 	58367	徐家汇	4.5	305	1.2	0
201501011500 	58369	南汇	4.6	337	8.2	0
201501011500 	58370	浦东	4.8	306	4.8	0
201501011500 	58460	金山	5.4	320	5.2	0
201501011500 	58461	青浦	5.1	289	6.8	0
201501011500 	58462	松江	5.5	328	3.1	0
201501011500 	58463	奉贤	5.7	302	3.1	0
201501011800 	58361	闵行	2.9	332	2.2	0
201501011800 	58362	宝山	2.5	283	4.5	0
201501011800 	58365	嘉定	2.5	348	3	0
201501011800 	58367	徐家汇	3.2	356	2.5	0
201501011800 	58369	南汇	1.7	349	2.3	0
201501011800 	58370	浦东	2.8	345	0.8	0
201501011800 	58460	金山	2.5	323	2.4	0
201501011800 	58461	青浦	2.4	338	1.9	0
201501011800 	58462	松江	2.5	338	0.3	0
201501011800 	58463	奉贤	2.7	351	1.1	0
201501012100 	58361	闵行	0.4	211	0.6	0
201501012100 	58362	宝山	-0.8	210	0.3	0
201501012100 	58365	嘉定	0.9	274	1	0
201501012100 	58367	徐家汇	1.7	////	0	0
201501012100 	58369	南汇	-1.8	////	0	0
201501012100 	58370	浦东	0.3	44	0.8	0
201501012100 	58460	金山	0.3	15	0.5	0
201501012100 	58461	青浦	-1.4	////	0.1	0
201501012100 	58462	松江	-0.3	290	1.3	0
201501012100 	58463	奉贤	-2.7	240	0.8	0
201501020000 	58361	闵行	-2.4	197	0.5	0
201501020000 	58362	宝山	-2.8	////	0	0
201501020000 	58365	嘉定	-2	////	0	0
201501020000 	58367	徐家汇	0.5	////	0	0
201501020000 	58369	南汇	-3	////	0	0
201501020000 	58370	浦东	-2.8	////	0	0
201501020000 	58460	金山	-2.3	240	1.1	0
201501020000 	58461	青浦	-4.3	194	0.3	0
201501020000 	58462	松江	-2.9	283	0.7	0
201501020000 	58463	奉贤	-4.4	251	1.4	0
201501020300 	58361	闵行	-3.3	208	0.3	0
201501020300 	58362	宝山	-3.6	227	1.2	0
201501020300 	58365	嘉定	-3.1	300	0.8	0
201501020300 	58367	徐家汇	0	////	0.2	0
201501020300 	58369	南汇	-3.9	43	0.5	0
201501020300 	58370	浦东	-3.6	////	0	0
201501020300 	58460	金山	-4	237	1.8	0
201501020300 	58461	青浦	-4.9	////	0	0
201501020300 	58462	松江	-3.3	265	0.4	0
201501020300 	58463	奉贤	-5.5	294	1.2	0
201501020600 	58361	闵行	-4.4	////	0	0
201501020600 	58362	宝山	-4.3	242	0.9	0
201501020600 	58365	嘉定	-3.8	171	0.3	0
201501020600 	58367	徐家汇	-0.5	////	0.2	0
201501020600 	58369	南汇	-4.9	////	0	0
201501020600 	58370	浦东	-4	////	0	0
201501020600 	58460	金山	-4.8	////	0	0
201501020600 	58461	青浦	-6	////	0	0
201501020600 	58462	松江	-4.2	////	0	0
201501020600 	58463	奉贤	-6.5	246	0.4	0
201501020900 	58361	闵行	2.7	239	1.9	0
201501020900 	58362	宝山	2.4	234	3.3	0
201501020900 	58365	嘉定	2.4	251	2.1	0
201501020900 	58367	徐家汇	1.3	159	0.4	0
201501020900 	58369	南汇	2.4	270	2.7	0
201501020900 	58370	浦东	3.1	259	1.8	0
201501020900 	58460	金山	3.1	278	2.1	0
201501020900 	58461	青浦	1.8	186	0.8	0
201501020900 	58462	松江	3.2	241	1.5	0
201501020900 	58463	奉贤	1.9	288	1.8	0
201501021200 	58361	闵行	7.4	303	4.5	0
201501021200 	58362	宝山	7.2	286	3.6	0
201501021200 	58365	嘉定	7.4	265	2.8	0
201501021200 	58367	徐家汇	6.1	171	1	0
201501021200 	58369	南汇	7.5	262	2.6	0
201501021200 	58370	浦东	7.9	243	1	0
201501021200 	58460	金山	7.4	314	1.5	0
201501021200 	58461	青浦	7.1	336	2.3	0
201501021200 	58462	松江	7.7	337	1.9	0
201501021200 	58463	奉贤	7.2	4	1.1	0
201501021500 	58361	闵行	9.4	349	2.7	0
201501021500 	58362	宝山	8.1	27	2.3	0
201501021500 	58365	嘉定	8.4	28	3.4	0
201501021500 	58367	徐家汇	8.2	268	1.7	0
201501021500 	58369	南汇	8.3	5	5.7	0
201501021500 	58370	浦东	8.4	55	2.1	0
201501021500 	58460	金山	8.9	244	0.9	0
201501021500 	58461	青浦	9.2	334	2.2	0
201501021500 	58462	松江	9.1	327	3.6	0
201501021500 	58463	奉贤	9.3	11	1.2	0
201501021800 	58361	闵行	5.3	10	1.4	0
201501021800 	58362	宝山	6	48	2.2	0
201501021800 	58365	嘉定	4.9	133	0.3	0
201501021800 	58367	徐家汇	6	////	0.1	0
201501021800 	58369	南汇	2.8	16	1	0
201501021800 	58370	浦东	3.7	144	0.5	0
201501021800 	58460	金山	5.4	224	1.1	0
201501021800 	58461	青浦	3.6	75	1.4	0
201501021800 	58462	松江	4.6	5	0.5	0
201501021800 	58463	奉贤	3.6	126	0.5	0
201501022100 	58361	闵行	1.3	81	1.3	0
201501022100 	58362	宝山	4.4	73	2.4	0
201501022100 	58365	嘉定	3.7	92	1.6	0
201501022100 	58367	徐家汇	5.2	75	1	0
201501022100 	58369	南汇	1.9	////	0	0
201501022100 	58370	浦东	1.1	////	0	0
201501022100 	58460	金山	0.3	78	1.4	0
201501022100 	58461	青浦	-0.1	108	0.7	0
201501022100 	58462	松江	0.6	129	0.6	0
201501022100 	58463	奉贤	-0.6	80	1.4	0
201501030000 	58361	闵行	0.1	235	0.8	0
201501030000 	58362	宝山	0.8	186	1	0
201501030000 	58365	嘉定	1.6	////	0.2	0
201501030000 	58367	徐家汇	3.1	////	0	0
201501030000 	58369	南汇	-1.6	6	0.3	0
201501030000 	58370	浦东	-0.9	////	0	0
201501030000 	58460	金山	-0.1	////	0	0
201501030000 	58461	青浦	-1.6	////	0	0
201501030000 	58462	松江	-0.4	////	0	0
201501030000 	58463	奉贤	-2	293	0.5	0
201501030300 	58361	闵行	1.2	73	1	0
201501030300 	58362	宝山	0.7	////	0	0
201501030300 	58365	嘉定	1.3	133	0.4	0
201501030300 	58367	徐家汇	3.3	////	0.2	0
201501030300 	58369	南汇	0.1	////	0	0
201501030300 	58370	浦东	0.5	////	0	0
201501030300 	58460	金山	2.6	23	0.5	0
201501030300 	58461	青浦	0.2	71	0.4	0
201501030300 	58462	松江	1.4	////	0	0
201501030300 	58463	奉贤	0.2	119	1.4	0
201501030600 	58361	闵行	0.8	83	0.6	0
201501030600 	58362	宝山	1.7	130	0.8	0
201501030600 	58365	嘉定	2	12	0.6	0
201501030600 	58367	徐家汇	3.3	194	0.4	0
201501030600 	58369	南汇	-0.6	108	0.5	0
201501030600 	58370	浦东	0.3	////	0	0
201501030600 	58460	金山	5.4	110	1.9	0
201501030600 	58461	青浦	-0.7	75	1	0
201501030600 	58462	松江	1	////	0	0
201501030600 	58463	奉贤	-1.1	62	1.6	0
201501030900 	58361	闵行	5.5	130	3.1	0
201501030900 	58362	宝山	6.2	149	4	0
201501030900 	58365	嘉定	6	147	2.3	0
201501030900 	58367	徐家汇	5.1	314	1.1	0
201501030900 	58369	南汇	5.3	160	2.9	0
201501030900 	58370	浦东	5.1	113	1.5	0
201501030900 	58460	金山	7.1	129	1.5	0
201501030900 	58461	青浦	5	82	1.3	0
201501030900 	58462	松江	5.3	122	3.1	0
201501030900 	58463	奉贤	6.6	153	4.5	0
201501031200 	58361	闵行	9.6	179	4.5	0
201501031200 	58362	宝山	9.7	165	2.3	0
201501031200 	58365	嘉定	9.8	162	3.8	0
201501031200 	58367	徐家汇	9.1	21	0.8	0
201501031200 	58369	南汇	8.8	185	4	0
201501031200 	58370	浦东	9.6	188	3.7	0
201501031200 	58460	金山	8.2	168	3.8	0
201501031200 	58461	青浦	10.3	130	5.5	0
201501031200 	58462	松江	10.5	140	3.9	0
201501031200 	58463	奉贤	8.9	175	3.3	0
201501031500 	58361	闵行	11.6	174	3.5	0
201501031500 	58362	宝山	12.3	152	4	0
201501031500 	58365	嘉定	13	168	5.2	0
201501031500 	58367	徐家汇	10.8	81	1.8	0
201501031500 	58369	南汇	10.7	180	5.4	0
201501031500 	58370	浦东	11.5	167	4.1	0
201501031500 	58460	金山	10.3	167	2.9	0
201501031500 	58461	青浦	12.1	168	4.5	0
201501031500 	58462	松江	11.6	128	4.1	0
201501031500 	58463	奉贤	10.6	150	4.3	0
201501031800 	58361	闵行	7.7	163	0.3	0
201501031800 	58362	宝山	9	168	3.8	0
201501031800 	58365	嘉定	8.6	190	2.4	0
201501031800 	58367	徐家汇	8.1	142	0.4	0
201501031800 	58369	南汇	6.4	141	1	0
201501031800 	58370	浦东	6.4	149	1	0
201501031800 	58460	金山	7.1	109	1.7	0
201501031800 	58461	青浦	7.6	136	1.8	0
201501031800 	58462	松江	7.9	136	0.9	0
201501031800 	58463	奉贤	6.1	126	0.4	0
201501032100 	58361	闵行	6.4	89	1.7	0
201501032100 	58362	宝山	5.7	155	1.3	0
201501032100 	58365	嘉定	7.5	186	1.7	0
201501032100 	58367	徐家汇	6.8	156	0.9	0
201501032100 	58369	南汇	4.3	150	1.4	0
201501032100 	58370	浦东	3.5	////	0	0
201501032100 	58460	金山	8.4	144	2.9	0
201501032100 	58461	青浦	3.4	88	1.5	0
201501032100 	58462	松江	4.9	119	1	0
201501032100 	58463	奉贤	7.5	174	2.3	0
201501040000 	58361	闵行	4.1	////	0.2	0
201501040000 	58362	宝山	3.8	177	1	0
201501040000 	58365	嘉定	6.5	185	2	0
201501040000 	58367	徐家汇	6.3	////	0	0
201501040000 	58369	南汇	4	186	1.3	0
201501040000 	58370	浦东	7	208	2.1	0
201501040000 	58460	金山	8	159	3	0
201501040000 	58461	青浦	2.3	71	0.8	0
201501040000 	58462	松江	5.6	121	1.3	0
201501040000 	58463	奉贤	7.9	175	1	0
201501040300 	58361	闵行	2.3	////	0	0
201501040300 	58362	宝山	1.9	////	0	0
201501040300 	58365	嘉定	4.2	253	0.7	0
201501040300 	58367	徐家汇	5.4	156	0.5	0
201501040300 	58369	南汇	5.6	202	2.5	0
201501040300 	58370	浦东	3.4	////	0.1	0
201501040300 	58460	金山	3.5	98	0.6	0
201501040300 	58461	青浦	0.9	////	0	0
201501040300 	58462	松江	2.6	////	0	0
201501040300 	58463	奉贤	2.8	177	0.9	0
201501040600 	58361	闵行	1.5	231	0.4	0
201501040600 	58362	宝山	0.9	12	0.4	0
201501040600 	58365	嘉定	2.2	////	0	0
201501040600 	58367	徐家汇	4.5	////	0.1	0
201501040600 	58369	南汇	4.1	212	1.4	0
201501040600 	58370	浦东	1.8	////	0	0
201501040600 	58460	金山	1.9	244	0.9	0
201501040600 	58461	青浦	-0.6	////	0	0
201501040600 	58462	松江	1.4	158	0.5	0
201501040600 	58463	奉贤	0.6	237	0.7	0
201501040900 	58361	闵行	7.3	225	0.8	0
201501040900 	58362	宝山	7.9	238	0.6	0
201501040900 	58365	嘉定	8.2	216	2.2	0
201501040900 	58367	徐家汇	6.3	////	0	0
201501040900 	58369	南汇	9.3	227	2.4	0
201501040900 	58370	浦东	8.7	207	0.6	0
201501040900 	58460	金山	9.6	192	0.9	0
201501040900 	58461	青浦	6	169	0.6	0
201501040900 	58462	松江	8.1	184	1.1	0
201501040900 	58463	奉贤	7.6	248	1.5	0
201501041200 	58361	闵行	16.4	1	1.8	0
201501041200 	58362	宝山	15.9	56	3	0
201501041200 	58365	嘉定	15.7	15	1.4	0
201501041200 	58367	徐家汇	14.2	173	0.6	0
201501041200 	58369	南汇	16.4	7	2.2	0
201501041200 	58370	浦东	16.5	319	0.9	0
201501041200 	58460	金山	16.3	208	1.8	0
201501041200 	58461	青浦	15.7	99	1.2	0
201501041200 	58462	松江	16	274	0.9	0
201501041200 	58463	奉贤	16.6	313	1.9	0
201501041500 	58361	闵行	18.7	218	1.1	0
201501041500 	58362	宝山	16.1	64	4	0
201501041500 	58365	嘉定	18.3	72	0.3	0
201501041500 	58367	徐家汇	14.9	150	0.7	0
201501041500 	58369	南汇	16.7	76	2.2	0
201501041500 	58370	浦东	17.5	99	2.7	0
201501041500 	58460	金山	16.3	100	2.1	0
201501041500 	58461	青浦	18.3	60	2.6	0
201501041500 	58462	松江	18.2	76	1.4	0
201501041500 	58463	奉贤	17.5	159	1.8	0
201501041800 	58361	闵行	12.5	84	1.9	0
201501041800 	58362	宝山	11.9	76	2.9	0
201501041800 	58365	嘉定	11.9	75	1.7	0
201501041800 	58367	徐家汇	11.2	////	0.2	0
201501041800 	58369	南汇	9.6	113	2	0
201501041800 	58370	浦东	10.7	70	2.5	0
201501041800 	58460	金山	11.2	104	2.9	0
201501041800 	58461	青浦	11.2	84	1.5	0
201501041800 	58462	松江	13.4	94	1.5	0
201501041800 	58463	奉贤	9.1	83	1.1	0
201501042100 	58361	闵行	9	75	2.1	0
201501042100 	58362	宝山	9.4	102	2.7	0
201501042100 	58365	嘉定	9.2	98	2	0
201501042100 	58367	徐家汇	9.1	////	0	0
201501042100 	58369	南汇	7.2	120	1	0
201501042100 	58370	浦东	7	308	0.3	0
201501042100 	58460	金山	8.4	98	3.4	0
201501042100 	58461	青浦	7.3	75	1.8	0
201501042100 	58462	松江	9.4	100	2.2	0
201501042100 	58463	奉贤	5.8	102	2	0
201501050000 	58361	闵行	7.5	79	2.1	0
201501050000 	58362	宝山	8.9	118	2.6	0
201501050000 	58365	嘉定	7.2	89	0.9	0
201501050000 	58367	徐家汇	8.5	38	0.3	0
201501050000 	58369	南汇	7.7	134	2.3	0
201501050000 	58370	浦东	8	27	0.8	0
201501050000 	58460	金山	8.4	91	3.2	0
201501050000 	58461	青浦	5.4	80	1.7	0
201501050000 	58462	松江	7.9	89	1.7	0
201501050000 	58463	奉贤	4.9	68	1.7	0
201501050300 	58361	闵行	9.5	83	1.9	0
201501050300 	58362	宝山	9.4	128	2.6	0
201501050300 	58365	嘉定	8.4	127	1.4	0
201501050300 	58367	徐家汇	8.6	150	0.3	0
201501050300 	58369	南汇	9.1	130	2	0
201501050300 	58370	浦东	8.3	110	2.4	0
201501050300 	58460	金山	10.8	117	3.2	0
201501050300 	58461	青浦	7	83	2.7	0
201501050300 	58462	松江	9.3	122	3.2	0
201501050300 	58463	奉贤	8.8	131	1.9	0
201501050600 	58361	闵行	11.1	122	3.2	0
201501050600 	58362	宝山	11.7	145	4.5	0
201501050600 	58365	嘉定	11.9	166	2.4	0
201501050600 	58367	徐家汇	11.8	65	0.7	0
201501050600 	58369	南汇	10.9	145	3.2	0
201501050600 	58370	浦东	9.6	209	0.7	0
201501050600 	58460	金山	10.6	105	3.4	0
201501050600 	58461	青浦	10	100	1.9	0
201501050600 	58462	松江	10.5	123	3.3	0
201501050600 	58463	奉贤	10.9	155	3.1	0
201501050900 	58361	闵行	13.7	161	3	0
201501050900 	58362	宝山	14	179	3.9	0
201501050900 	58365	嘉定	13.6	193	3.7	0
201501050900 	58367	徐家汇	12.2	93	1.4	0
201501050900 	58369	南汇	12.4	161	2.6	0
201501050900 	58370	浦东	12.7	177	2.8	0
201501050900 	58460	金山	12.4	188	1.7	0
201501050900 	58461	青浦	12.8	153	3.1	0
201501050900 	58462	松江	12.8	124	1.5	0
201501050900 	58463	奉贤	12.4	175	5.9	0
201501051200 	58361	闵行	19.8	207	5.6	0
201501051200 	58362	宝山	19.1	194	7.9	0
201501051200 	58365	嘉定	19	201	4.1	0
201501051200 	58367	徐家汇	18.1	153	1.9	0
201501051200 	58369	南汇	18.7	203	8.3	0
201501051200 	58370	浦东	19.6	178	4.5	0
201501051200 	58460	金山	17.8	176	2	0
201501051200 	58461	青浦	18.6	193	3.7	0
201501051200 	58462	松江	19.3	213	3.6	0
201501051200 	58463	奉贤	17.5	205	3.3	0
201501051500 	58361	闵行	18.5	238	1.9	0
201501051500 	58362	宝山	18.4	229	2.9	0
201501051500 	58365	嘉定	17.5	209	2.7	0
201501051500 	58367	徐家汇	16.5	////	0.2	0
201501051500 	58369	南汇	17.6	183	2	0
201501051500 	58370	浦东	18.2	227	0.7	0
201501051500 	58460	金山	18.5	233	1.8	0
201501051500 	58461	青浦	17	229	1.6	0
201501051500 	58462	松江	17.6	252	2	0
201501051500 	58463	奉贤	18.6	251	1.4	0
201501051800 	58361	闵行	16.3	292	2.7	0
201501051800 	58362	宝山	15.9	268	1.7	0
201501051800 	58365	嘉定	15.4	////	0.2	0
201501051800 	58367	徐家汇	14.6	282	0.5	0
201501051800 	58369	南汇	15.5	275	0.7	0
201501051800 	58370	浦东	16.6	239	1.2	0
201501051800 	58460	金山	16.1	259	3.4	0
201501051800 	58461	青浦	15	292	2.6	0
201501051800 	58462	松江	15.5	266	2.2	0
201501051800 	58463	奉贤	16.2	283	1.6	0
201501052100 	58361	闵行	15.5	290	1.4	0
201501052100 	58362	宝山	15.6	262	4	0
201501052100 	58365	嘉定	15.4	294	4.3	0
201501052100 	58367	徐家汇	13.9	297	0.3	0
201501052100 	58369	南汇	14.3	////	0	0
201501052100 	58370	浦东	16.7	282	4.2	0
201501052100 	58460	金山	15	274	2.8	0
201501052100 	58461	青浦	13.6	239	1.5	0
201501052100 	58462	松江	14.2	301	1.3	0
201501052100 	58463	奉贤	14.4	277	2.6	0
201501060000 	58361	闵行	13.4	305	3.6	0
201501060000 	58362	宝山	12.6	303	7.8	0
201501060000 	58365	嘉定	12.5	314	10	0
201501060000 	58367	徐家汇	13.5	288	1.4	0
201501060000 	58369	南汇	14.2	294	3.7	0
201501060000 	58370	浦东	13.8	247	2.6	0
201501060000 	58460	金山	13.4	278	7.7	0
201501060000 	58461	青浦	12.8	285	6.4	0
201501060000 	58462	松江	12.8	292	3.2	0
201501060000 	58463	奉贤	13.2	269	3.7	0
201501060300 	58361	闵行	10.3	302	4.4	0
201501060300 	58362	宝山	9.6	322	8.1	0
201501060300 	58365	嘉定	9.6	318	7.2	0
201501060300 	58367	徐家汇	10.3	265	1	0
201501060300 	58369	南汇	10.9	318	4.2	0
201501060300 	58370	浦东	10.3	334	7.6	0
201501060300 	58460	金山	11.1	295	5.6	0
201501060300 	58461	青浦	10.1	308	4.6	0
201501060300 	58462	松江	10.3	305	2.1	0
201501060300 	58463	奉贤	11.1	321	3.9	0
201501060600 	58361	闵行	9.4	43	2.1	0
201501060600 	58362	宝山	9	328	7.4	0
201501060600 	58365	嘉定	9	17	7.5	0
201501060600 	58367	徐家汇	9.3	284	3.5	0
201501060600 	58369	南汇	8.9	353	7	0
201501060600 	58370	浦东	9.1	288	2.3	0
201501060600 	58460	金山	9.3	339	3.8	0
201501060600 	58461	青浦	9.3	16	3	0
201501060600 	58462	松江	9.3	328	4.2	0
201501060600 	58463	奉贤	9.4	27	6	0
201501060900 	58361	闵行	8.2	350	3.9	0
201501060900 	58362	宝山	6.9	13	7.7	0
201501060900 	58365	嘉定	7.4	41	6.1	0
201501060900 	58367	徐家汇	8.3	359	5.3	0
201501060900 	58369	南汇	7.8	358	9.9	0
201501060900 	58370	浦东	7.7	9	3.7	0
201501060900 	58460	金山	8.7	329	5	0
201501060900 	58461	青浦	7.8	23	7.5	0
201501060900 	58462	松江	8	9	5.2	0
201501060900 	58463	奉贤	8.7	4	5.1	0
201501061200 	58361	闵行	7.1	53	7.7	0
201501061200 	58362	宝山	6.4	21	7.3	0
201501061200 	58365	嘉定	6.5	51	7.1	0
201501061200 	58367	徐家汇	7.2	295	3.4	0
201501061200 	58369	南汇	7.4	27	10	0
201501061200 	58370	浦东	7.2	358	5	0
201501061200 	58460	金山	6.4	1	4.3	0
201501061200 	58461	青浦	6.8	18	7.7	0
201501061200 	58462	松江	6.7	10	3.8	0
201501061200 	58463	奉贤	7	358	4.8	0
201501061500 	58361	闵行	5.9	26	4.8	0
201501061500 	58362	宝山	5.1	8	6.1	0
201501061500 	58365	嘉定	5.4	16	5	0
201501061500 	58367	徐家汇	5.9	57	1.5	0
201501061500 	58369	南汇	5.4	359	8.2	0
201501061500 	58370	浦东	5.4	60	3.9	0
201501061500 	58460	金山	6.4	39	4.4	0
201501061500 	58461	青浦	5.6	18	5	0
201501061500 	58462	松江	5.7	26	5	0
201501061500 	58463	奉贤	6.2	68	2.8	0
201501061800 	58361	闵行	3.8	11	3.8	0.1
201501061800 	58362	宝山	3.6	24	7.9	0.5
201501061800 	58365	嘉定	3.4	0	2.9	0.4
201501061800 	58367	徐家汇	3.7	200	1.3	0.6
201501061800 	58369	南汇	4.1	14	7.2	0
201501061800 	58370	浦东	3.4	59	0.8	0.7
201501061800 	58460	金山	4.8	359	6.6	0
201501061800 	58461	青浦	2.9	355	2.9	0.5
201501061800 	58462	松江	3.5	349	3.6	0.1
201501061800 	58463	奉贤	4.7	22	2.7	0
201501062100 	58361	闵行	3.6	0	2.2	0
201501062100 	58362	宝山	3.5	2	4.5	0
201501062100 	58365	嘉定	3.1	353	4	0
201501062100 	58367	徐家汇	3.8	258	0.7	0.1
201501062100 	58369	南汇	3.7	2	5.1	0
201501062100 	58370	浦东	3.9	310	3.6	0.1
201501062100 	58460	金山	2.8	300	2	0.5
201501062100 	58461	青浦	3.3	4	4.2	0
201501062100 	58462	松江	3.4	297	3	0.1
201501062100 	58463	奉贤	3.8	332	1.8	0
201501070000 	58361	闵行	3.6	350	3.7	0
201501070000 	58362	宝山	3.6	14	3.7	0
201501070000 	58365	嘉定	3.5	355	2.2	0
201501070000 	58367	徐家汇	3.8	166	1.3	0
201501070000 	58369	南汇	3.6	357	6.2	0
201501070000 	58370	浦东	3.8	25	1.7	0
201501070000 	58460	金山	3.1	337	3	0
201501070000 	58461	青浦	3.3	344	5.3	0
201501070000 	58462	松江	3.3	289	2.4	0
201501070000 	58463	奉贤	3.7	320	4	0
201501070300 	58361	闵行	3.5	5	2.9	0
201501070300 	58362	宝山	3.5	7	5.1	0
201501070300 	58365	嘉定	3	356	3.7	0
201501070300 	58367	徐家汇	3.6	53	2	0
201501070300 	58369	南汇	3.5	330	3.2	0
201501070300 	58370	浦东	3.6	305	4.5	0
201501070300 	58460	金山	3.1	305	3.6	0
201501070300 	58461	青浦	3.1	3	3.2	0
201501070300 	58462	松江	3.2	340	2.7	0
201501070300 	58463	奉贤	3.7	341	2.5	0
201501070600 	58361	闵行	3.2	308	2.9	0
201501070600 	58362	宝山	3.1	293	6.6	0
201501070600 	58365	嘉定	2.9	49	0.6	0
201501070600 	58367	徐家汇	3.3	289	1.3	0
201501070600 	58369	南汇	3.5	349	4.1	0
201501070600 	58370	浦东	3.7	306	1.7	0
201501070600 	58460	金山	3	324	4	0
201501070600 	58461	青浦	3	310	1.5	0
201501070600 	58462	松江	2.9	328	3.6	0
201501070600 	58463	奉贤	3.2	301	4.2	0
201501070900 	58361	闵行	4	306	2.6	0
201501070900 	58362	宝山	3.7	274	4	0
201501070900 	58365	嘉定	3.9	314	2.8	0
201501070900 	58367	徐家汇	3.9	328	1.8	0
201501070900 	58369	南汇	4.4	351	4.6	0
201501070900 	58370	浦东	4.1	260	2.6	0
201501070900 	58460	金山	3.9	298	3.4	0
201501070900 	58461	青浦	3.7	347	3.4	0
201501070900 	58462	松江	3.7	330	3.4	0
201501070900 	58463	奉贤	4.1	315	4.7	0
201501071200 	58361	闵行	6.4	319	5.5	0
201501071200 	58362	宝山	6.2	314	4.5	0
201501071200 	58365	嘉定	5.9	297	7.1	0
201501071200 	58367	徐家汇	5.7	107	3.3	0
201501071200 	58369	南汇	6.3	352	4.2	0
201501071200 	58370	浦东	6.6	318	3.7	0
201501071200 	58460	金山	6	290	4.9	0
201501071200 	58461	青浦	5.9	266	5.4	0
201501071200 	58462	松江	6.6	302	5.5	0
201501071200 	58463	奉贤	6.4	291	3.6	0
201501071500 	58361	闵行	7.4	336	4.5	0
201501071500 	58362	宝山	6.5	303	7.4	0
201501071500 	58365	嘉定	6.6	22	6.2	0
201501071500 	58367	徐家汇	6.2	338	4.5	0
201501071500 	58369	南汇	7.1	327	7	0
201501071500 	58370	浦东	7.1	309	2.8	0
201501071500 	58460	金山	7	305	6.4	0
201501071500 	58461	青浦	7	18	1.9	0
201501071500 	58462	松江	7.1	297	4.7	0
201501071500 	58463	奉贤	7.1	332	7.4	0
201501071800 	58361	闵行	5.4	337	2.2	0
201501071800 	58362	宝山	5.2	287	3.9	0
201501071800 	58365	嘉定	5.3	301	2.7	0
201501071800 	58367	徐家汇	5.3	120	0.6	0
201501071800 	58369	南汇	4.7	351	2.6	0
201501071800 	58370	浦东	5.4	309	2.3	0
201501071800 	58460	金山	5	314	2.4	0
201501071800 	58461	青浦	5.1	332	2.4	0
201501071800 	58462	松江	4.9	334	3.9	0
201501071800 	58463	奉贤	5.2	325	3.1	0
201501072100 	58361	闵行	4	23	1.9	0
201501072100 	58362	宝山	3.7	336	1.8	0
201501072100 	58365	嘉定	3.6	30	2.7	0
201501072100 	58367	徐家汇	4.3	322	1.4	0
201501072100 	58369	南汇	2.4	352	2.2	0
201501072100 	58370	浦东	3.6	2	0.6	0
201501072100 	58460	金山	2.6	271	1.7	0
201501072100 	58461	青浦	3.5	344	2.1	0
201501072100 	58462	松江	3.8	318	2.9	0
201501072100 	58463	奉贤	3.8	314	2.4	0
201501080000 	58361	闵行	2.9	348	2.1	0
201501080000 	58362	宝山	3.4	336	2.1	0
201501080000 	58365	嘉定	2.4	350	2.3	0
201501080000 	58367	徐家汇	3.6	236	1	0
201501080000 	58369	南汇	1.8	334	2	0
