XLID,ZDID,SZGJFX,ZDMC,SOURCE_LON,SOURCE_LAT
10067,6D7B0004,0,上南路浦东南路,121.491,31.179
10067,6E7B0019,0,雪野路上南路,121.491,31.1834
10067,6E7B0019,1,雪野路上南路,121.491,31.1834
10067,6D7B0001,1,上南路浦东南路,121.49,31.1794
10067,6C7B0004,1,上南路昌里路,121.491,31.1756
10067,6B7B0004,1,上南路德州路,121.492,31.172
10067,6A7B0001,1,上南路杨思路,121.493,31.1632
10067,697D0018,1,洪山路海阳路,121.5,31.1606
10067,697E0004,1,海阳路云台路,121.504,31.1611
10067,697F0018,1,东明路海阳路,121.511,31.1622
10067,69800016,1,高青路东明路,121.513,31.1603
10067,69810003,1,高青路杨高南路,121.522,31.1622
10067,6A820005,1,高青路浦三路,121.526,31.1635
10067,6B820001,1,板泉路东书房路,121.528,31.1692
10067,6B820000,1,东书房路板泉路,121.531,31.1676
10067,6A830002,1,三林世博家园,121.533,31.1645
10068,66810004,0,永泰路东明路,121.523,31.1449
10068,65810000,0,永泰路泰环路,121.52,31.1447
10068,65800004,0,春延路环林西路,121.518,31.1421
10068,65800005,0,聚华路春延路,121.517,31.1409
10068,64810000,0,南林路品柿路,121.52,31.1406
10068,65820000,0,环林东路银环路,121.525,31.1429
10068,66820005,0,环林东路永泰路,121.525,31.1475
10068,67810000,0,尚博路环林东路,121.52,31.1528
10068,67800000,0,尚博路东明路,121.518,31.152
10068,66800003,0,三林路环林西路,121.517,31.1483
10068,66800000,0,环林西路三林路,121.517,31.1452
10068,65800000,0,永泰路环林西路,121.515,31.1429
10068,657F0000,0,永泰路上南路,121.511,31.1412
10068,657F0003,0,上南路永泰路,121.509,31.1415
10068,657E0000,0,三林路上南路,121.505,31.1447
10068,657D0000,0,三林路三新路,121.5,31.1432
10068,657C0000,0,三林路灵岩南路,121.496,31.1417
10068,657B001D,0,长清路凌兆路,121.492,31.1433
10068,667B0007,0,长清路上浦路,121.492,31.1449
10068,677B0003,0,长清路杨南路,121.49,31.1496
10068,687A0003,0,长清路海阳路,121.487,31.1554
10068,687A001C,0,板泉路西营南路,121.484,31.1579
10068,68780016,0,东方体育中心,121.477,31.1582
10068,69790017,0,济阳路泳耀路,121.478,31.1625
10068,69790017,1,济阳路泳耀路,121.478,31.1626
10068,69780015,1,东方体育中心,121.477,31.1592
10068,69790000,1,杨思路西营南路,121.482,31.1593
10068,687A001D,1,板泉路西营南路,121.485,31.158
10068,687A001B,1,长清路海阳路,121.487,31.1555
10068,677B001A,1,长清路杨南路,121.49,31.1494
10068,667B001E,1,长清路上浦路,121.491,31.1453
10068,657B001C,1,长清路凌兆路,121.492,31.1427
10068,657C0001,1,三林路灵岩南路,121.497,31.1419
10068,657D0001,1,三林路三新路,121.5,31.1427
10068,657E0001,1,三林路上南路,121.503,31.1439
10068,657F0001,1,永泰路上南路,121.512,31.1415
10068,65800001,1,永泰路环林西路,121.515,31.1429
10068,65800020,1,环林西路三林路,121.517,31.1448
10068,66800002,1,三林路环林西路,121.516,31.1479
10068,67800001,1,尚博路东明路,121.518,31.1518
10068,67810001,1,尚博路环林东路,121.52,31.1526
10068,66810001,1,环林东路永泰路,121.524,31.1479
10068,65820001,1,环林东路银环路,121.525,31.1431
10068,65810003,1,南林路品柿路,121.521,31.1407
10068,65800006,1,聚华路春延路,121.517,31.1405
10068,65800007,1,春延路环林西路,121.518,31.1418
10068,65810002,1,永泰路泰环路,121.52,31.1444
10068,66810004,1,永泰路东明路,121.524,31.1449
10069,7A7D0000,0,陆家嘴地铁站,121.498,31.2401
10069,7B7E0004,0,浦东南路浦东大道,121.506,31.2411
10069,7B7F000E,0,银城路日照路,121.511,31.2439
10069,7B800015,0,昌邑路东方路,121.516,31.244
10069,7C82000C,0,昌邑路源深路,121.525,31.2452
10069,7C830012,0,昌邑路民生路,121.534,31.2475
10069,7D84000B,0,昌邑路苗圃路,121.539,31.2495
10069,7D860013,0,浦东大道罗山路,121.546,31.2521
10069,7F880002,0,浦东大道居家桥路,121.557,31.2603
10069,81890001,0,浦东大道金桥路,121.565,31.2674
10069,828A0002,0,八号桥,121.57,31.2709
10069,838B0005,0,浦东大道五莲路,121.572,31.2761
10069,838B0002,0,五莲路莱阳路,121.576,31.2768
10069,818C0002,0,兰城路五莲路,121.58,31.2708
10069,818C0000,0,博兴路兰城路,121.578,31.2685
10069,808D0002,0,博兴路张杨北路,121.584,31.2665
10069,808E0000,0,荷泽路长岛路,121.591,31.2657
10069,818E0001,0,博兴路荷泽路,121.589,31.268
10069,808E0004,0,长岛路荷泽路,121.594,31.2658
10069,818F0001,0,长岛路东陆路,121.598,31.2675
10069,818F0001,1,长岛路东陆路,121.598,31.2678
10069,808E0003,1,长岛路荷泽路,121.594,31.2661
10069,808E0001,1,荷泽路长岛路,121.592,31.2654
10069,818E0000,1,博兴路荷泽路,121.589,31.2682
10069,808D0000,1,博兴路张杨北路,121.584,31.2668
10069,818C0001,1,博兴路柳埠路,121.579,31.2678
10069,818C0003,1,兰城路五莲路,121.58,31.2702
10069,828C0000,1,五莲路莱阳路,121.578,31.2757
10069,838B0004,1,浦东大道五莲路,121.572,31.276
10069,828A0001,1,八号桥,121.57,31.2713
10069,8189000E,1,浦东大道金桥路,121.565,31.2671
10069,7F880005,1,浦东大道居家桥路,121.556,31.2604
10069,7D85000E,1,昌邑路罗山路,121.545,31.2527
10069,7C840013,1,昌邑路苗圃路,121.538,31.2488
10069,7C830010,1,昌邑路民生路,121.533,31.2473
10069,7C81000B,1,昌邑路源深路,121.523,31.2445
10069,7B7F000D,1,昌邑路东方路,121.514,31.2436
10069,7B7E0015,1,银城路日照路,121.509,31.2442
10069,7B7E0016,1,浦东南路浦东大道,121.505,31.2427
10069,7A7D0000,1,陆家嘴地铁站,121.498,31.2401
10070,6A840018,0,下南路高青路,121.54,31.1665
10070,6B840001,0,下南路绿林路,121.538,31.1698
10070,6C840022,0,三里路下南路,121.538,31.1728
10070,6B850015,0,绿林路锦绣路,121.544,31.1717
10070,6C85001F,0,绿林路陈春路,121.544,31.1729
10070,6C850022,0,陈春路博华路,121.545,31.1743
10070,6C870022,0,鹏飞路鹏岳路,121.552,31.1733
10070,6C870023,0,鹏飞路陈春路,121.552,31.1758
10070,6C870000,0,陈春路沪南路,121.553,31.1766
10070,6D88000D,0,陈春东路莲溪路,121.557,31.1779
10070,6E88001E,0,新陈路莲中路,121.557,31.1816
10070,6E87001A,0,莲中路莲安东路,121.555,31.1823
10070,6E87001B,0,莲中路北中路,121.554,31.185
10070,6E860002,0,北中路沪南路,121.552,31.1857
10070,7086001B,0,高科西路沪南路,121.547,31.1907
10070,6F85001B,0,高科西路博华路,121.541,31.1899
10070,70840001,0,锦绣路高科西路,121.535,31.1927
10070,71840015,0,前程路锦绣路（浦东图书馆）,121.538,31.1951
10070,71840015,1,前程路锦绣路（浦东图书馆）,121.538,31.1951
10070,71850017,1,前程路沪南路,121.543,31.1972
10070,71850002,1,沪南路芳华路,121.546,31.1952
10070,6F860019,1,沪南路高科西路,121.549,31.1899
10070,6E870003,1,北中路沪南路,121.552,31.1856
10070,6E87001C,1,莲中路北中路,121.554,31.1848
10070,6E87001D,1,莲中路莲安东路,121.554,31.1823
10070,6E88001F,1,新陈路莲中路,121.556,31.1815
10070,6D88000E,1,陈春东路莲溪路,121.558,31.178
10070,6C870001,1,陈春路沪南路,121.553,31.1768
10070,6C870024,1,鹏飞路陈春路,121.552,31.1757
10070,6C870025,1,鹏飞路鹏岳路,121.552,31.1733
10070,6C850020,1,陈春路博华路,121.545,31.1744
10070,6C850021,1,绿林路陈春路,121.544,31.1728
10070,6B850016,1,绿林路锦绣路,121.543,31.1717
10070,6C840023,1,三里路下南路,121.538,31.1728
10070,6B840002,1,下南路绿林路,121.538,31.1698
10070,6A840018,1,下南路高青路,121.54,31.1667
10103,7C7D0002,0,泰东路渡口,121.503,31.2448
10103,7B7E0006,0,浦东南路东城路,121.505,31.2424
10103,797F0008,0,南泉北路世纪大道,121.513,31.2337
10103,797F000A,0,南泉北路商城路,121.513,31.231
10103,787F000A,0,南泉北路张杨路,121.514,31.2287
10103,77800001,0,南泉路潍坊路,121.516,31.225
10103,76800002,0,南泉路浦电路,121.518,31.2201
10103,75800001,0,南泉路蓝村路,121.518,31.2147
10103,74800001,0,临沂北路浦建路,121.516,31.21
10103,73800001,0,临沂北路北园路,121.516,31.2083
10103,737F0001,0,临沂北路龙阳路,121.514,31.2052
10103,727F0001,0,临沂路东三里桥路,121.512,31.2017
10103,717F0002,0,临沂路兰陵路,121.511,31.1991
10103,717E0000,0,临沂路浦三路,121.508,31.197
10103,707E0005,0,南码头路东方路,121.507,31.1939
10103,6F7F0002,0,南码头路高科西路,121.51,31.1879
10103,6E7F0002,0,南码头路齐河路,121.51,31.1855
10103,6D7F0002,0,昌里东路南码头路,121.511,31.1812
10103,6D7D0008,0,昌里东路云莲路,121.504,31.1787
10103,6D7D0000,0,昌里东路云台路,121.502,31.1784
10103,6D7D0005,0,云台路昌里东路,121.499,31.1791
10103,6E7D0003,0,齐河路云莲路,121.499,31.1816
10103,6E7D0003,1,齐河路云莲路,121.5,31.1813
10103,6D7D0006,1,云莲路昌里东路,121.502,31.18
10103,6D7D0009,1,昌里东路云莲路,121.503,31.1784
10103,6D7F0003,1,昌里东路南码头路,121.511,31.181
10103,6E7F0003,1,南码头路齐河路,121.51,31.1858
10103,6F7F0003,1,南码头路高科西路,121.51,31.1875
10103,707E0009,1,东方路临沂路,121.507,31.1919
10103,707E0004,1,临沂路东方路,121.505,31.1927
10103,717E0001,1,临沂路浦三路,121.507,31.1963
10103,717F0000,1,临沂路兰陵路,121.51,31.1985
10103,727F0000,1,临沂路东三里桥路,121.512,31.2007
10103,737F0000,1,临沂北路龙阳路,121.514,31.2052
10103,73800000,1,临沂北路北园路,121.516,31.2084
10103,74800002,1,临沂北路浦建路,121.517,31.21
10103,75800000,1,南泉路蓝村路,121.518,31.2142
10103,76800003,1,南泉路浦电路,121.519,31.2196
10103,77800002,1,南泉路潍坊路,121.517,31.2248
10103,78800010,1,南泉北路张杨路,121.515,31.2278
10103,797F0009,1,南泉北路商城路,121.514,31.2312
10103,7A7F0005,1,南泉北路乳山路,121.512,31.2368
10103,7A7F0000,1,栖霞路浦东南路,121.51,31.2375
10103,7A7E0002,1,浦东南路浦东大道,121.507,31.2386
10103,7C7D0002,1,泰东路渡口,121.503,31.2448
10112,818C0001,0,博兴路柳埠路,121.579,31.268
10112,818B0001,0,博兴路长岛路,121.576,31.2707
10112,828B0001,0,莱阳路博兴路,121.573,31.2742
10112,828B0003,0,莱阳路五莲路,121.576,31.2757
10112,838B0004,0,浦东大道五莲路,121.572,31.2761
10112,828A0001,0,八号桥,121.57,31.2712
10112,818A0001,0,金桥路浦东大道,121.567,31.2674
10112,808A0003,0,栖山路金桥路,121.569,31.2637
10112,7F890002,0,栖山路友林路,121.565,31.2619
10112,7F880000,0,栖山路居家桥路,121.56,31.2591
10112,7E870000,0,栖山路龙居路,121.555,31.2561
10112,7D880006,0,德平路博山东路,121.557,31.2521
10112,7D880000,0,博山东路万德路,121.557,31.2507
10112,7C870006,0,博山路罗山路,121.553,31.2482
10112,7C870014,0,崮山路张杨路,121.552,31.246
10112,7B870000,0,崮山路羽山路,121.555,31.2426
10112,7A870000,0,羽山路南洋泾路,121.551,31.2395
10112,7A860000,0,羽山路苗圃路,121.547,31.2374
10112,7A850001,0,羽山路民生路,121.544,31.2365
10112,79850004,0,民生路灵山路,121.542,31.2334
10112,79850003,0,灵山路民生路,121.541,31.2318
10112,78840001,0,桃林路灵山路,121.537,31.2311
10112,79830001,0,羽山路源深路（源深体育中心）,121.534,31.2321
10112,78820000,0,潍坊路松林路,121.528,31.23
10112,78810004,0,潍坊路东方路,121.524,31.2286
10112,78800003,0,崂山路张杨路,121.518,31.23
10112,787F0004,0,张杨路浦东南路（第一八佰伴）,121.513,31.2297
10112,787E0007,0,杨家渡渡口,121.506,31.2271
10112,787E0007,1,杨家渡渡口,121.506,31.2272
10112,787E0000,1,浦城路商城路,121.508,31.2306
10112,797F0002,1,商城路浦东南路（新上海商业城）,121.513,31.2325
10112,79800001,1,张杨路东方路,121.519,31.2315
10112,79810005,1,张杨路福山路,121.523,31.2327
10112,79820000,1,张杨路源深路,121.528,31.2344
10112,79830002,1,羽山路源深路（源深体育中心）,121.533,31.2316
10112,78840000,1,桃林路灵山路,121.537,31.2307
10112,79850002,1,灵山路民生路,121.541,31.2316
10112,79850005,1,民生路灵山路,121.543,31.2332
10112,7A850000,1,羽山路民生路,121.544,31.2364
10112,7A860001,1,羽山路苗圃路,121.547,31.2376
10112,7A870001,1,羽山路南洋泾路,121.552,31.2397
10112,7B870001,1,崮山路羽山路,121.555,31.2423
10112,7C870001,1,崮山路张杨路,121.553,31.2453
10112,7C870003,1,博山路罗山路,121.554,31.2482
10112,7D880001,1,博山东路万德路,121.557,31.2504
10112,7D870003,1,德平路博山东路,121.556,31.253
10112,7E870001,1,栖山路龙居路,121.555,31.2561
10112,7F880001,1,栖山路居家桥路,121.562,31.26
10112,7F890000,1,栖山路友林路,121.565,31.2618
10112,7F8A0001,1,枣庄路博山东路,121.568,31.2586
10112,7F8B0000,1,博山东路金桥路,121.573,31.26
10112,7F8B0006,1,金桥路博山东路,121.573,31.2615
10112,818A0002,1,金桥路浦东大道,121.567,31.2681
10112,828A0002,1,八号桥,121.57,31.2711
10112,828B0002,1,浦东大道五莲路,121.572,31.2756
10112,838B0002,1,五莲路莱阳路,121.577,31.2768
10112,828B0013,1,莱阳路博兴路,121.573,31.2743
10112,818B0004,1,博兴路长岛路,121.576,31.2705
10112,818C0001,1,博兴路柳埠路,121.579,31.2679
10146,66840000,0,东泰林路,121.541,31.1465
10146,66840002,0,西泰林路浦三路,121.536,31.1453
10146,66830002,0,西泰林路永泰路,121.533,31.1468
10146,67830003,0,西泰林路未来域城,121.531,31.15
10146,67820003,0,西泰林路御桥路,121.53,31.1524
10146,68830005,0,浦三路西泰林路,121.532,31.1571
10146,69830003,0,浦三路大道站路,121.53,31.1604
10146,69820001,0,浦三路高青路,121.529,31.1626
10146,6A820007,0,高青路浦三路,121.526,31.1638
10146,69810002,0,高青路杨高南路,121.521,31.1623
10146,6A800000,0,杨高南路板泉路,121.517,31.167
10146,6B800000,0,南江苑,121.516,31.1687
10146,6C7F0000,0,成山路邹平路,121.513,31.1759
10146,6D7F0004,0,南码头路邹平路,121.51,31.1777
10146,6D7F0005,0,南码头路昌里东路,121.512,31.1803
10146,6E7F0004,0,齐河路南码头路,121.511,31.1847
10146,6F7F0000,0,浦三路齐河路,121.514,31.1876
10146,707F0003,0,东方路浦三路,121.511,31.1943
10146,71800000,0,东方路兰陵路,121.514,31.1966
10146,72800000,0,东方路东三里桥路,121.517,31.2005
10146,72800002,0,东方路龙阳路,121.518,31.2034
10146,74810000,0,东方路浦建路,121.521,31.2088
10146,74810003,0,东方路蓝村路,121.523,31.2117
10146,76820000,0,东方路峨山路,121.525,31.2184
10146,78810012,0,东方路浦电路,121.523,31.2268
10146,78810005,0,东方路张杨路,121.522,31.23
10146,79810005,0,张杨路福山路,121.523,31.2326
10146,78820003,0,福山路世纪大道,121.525,31.2312
10146,78820003,1,福山路世纪大道,121.525,31.2313
10146,78810008,1,东方路浦电路,121.523,31.2263
10146,76810000,1,东方路峨山路,121.525,31.2189
10146,74810001,1,东方路蓝村路,121.523,31.2129
10146,73810000,1,东方路浦建路,121.52,31.2084
10146,72800003,1,东方路龙阳路,121.519,31.2061
10146,72800001,1,东方路东三里桥路,121.517,31.2019
10146,717F001B,1,东方路兰陵路,121.513,31.1963
10146,6F7F0001,1,浦三路齐河路,121.514,31.187
10146,6E7F0005,1,齐河路南码头路,121.511,31.185
10146,6D7F0001,1,南码头路昌里东路,121.512,31.1809
10146,6D7F0000,1,南码头路邹平路,121.51,31.1778
10146,6C7F0002,1,成山路邹平路,121.511,31.1752
10146,6B800001,1,南江苑,121.516,31.1688
10146,6A800001,1,杨高南路板泉路,121.517,31.165
10146,69810003,1,高青路杨高南路,121.521,31.1622
10146,6A820005,1,高青路浦三路,121.526,31.1635
10146,69820000,1,浦三路高青路,121.528,31.1631
10146,69830000,1,浦三路大道站路,121.53,31.1606
10146,68830004,1,浦三路西泰林路,121.532,31.157
10146,67820018,1,西泰林路御桥路,121.529,31.1529
10146,6683001B,1,西泰林路未来域城,121.531,31.1503
10146,66830003,1,西泰林路永泰路,121.533,31.1464
10146,66840001,1,西泰林路浦三路,121.535,31.145
10146,66840000,1,东泰林路,121.541,31.1462
10174,7B7C0008,0,陆家嘴环路丰和路,121.497,31.2416
10174,7A7E0012,0,浦东南路浦东大道,121.507,31.2391
10174,6C780020,1,耀华路济阳路,121.476,31.1735
10174,6C790003,1,耀华路西营路,121.48,31.1756
10174,6D7A000D,1,耀华路长清路,121.484,31.1779
10174,6E7B0019,1,雪野路上南路,121.49,31.1835
10174,6E7C0001,1,浦东南路洪山路,121.494,31.1822
10174,6F7C0001,1,浦东南路高科西路（上海长途东站）,121.497,31.1852
10174,717D0002,1,浦东南路华丰路,121.503,31.195
10174,727E0005,1,浦东南路浦三路,121.505,31.1988
10174,757F0000,1,浦东南路宁阳路,121.514,31.2145
10174,76800000,1,浦东南路浦电路,121.514,31.2224
10174,797F0003,1,浦东南路商城路,121.51,31.2331
10174,7A7E0002,1,浦东南路浦东大道,121.507,31.2386
10219,648C0001,0,秀沿路周园北路,121.58,31.1379
10219,648B0000,0,秀沿路恒和中路,121.575,31.1374
10219,648A0001,0,秀沿路康沈路,121.57,31.1372
10219,64890000,0,秀沿路沪南公路,121.564,31.1368
10219,64880000,0,秀沿路康巴路,121.558,31.1365
10219,63860000,0,秀沿路康梧路,121.548,31.1352
10219,66840002,0,西泰林路浦三路,121.539,31.1457
10219,66830002,0,西泰林路永泰路,121.533,31.1473
10219,67830001,0,浦三路御桥路,121.535,31.1523
10219,69830003,0,浦三路大道站路,121.53,31.16
10219,69820001,0,浦三路高青路,121.529,31.1628
10219,6A820007,0,高青路浦三路,121.526,31.1638
10219,69810002,0,高青路杨高南路,121.52,31.1621
10219,6A800000,0,杨高南路板泉路,121.517,31.1673
10219,6B800000,0,杨高南路南江苑,121.516,31.1704
10219,6C7F0000,0,成山路邹平路,121.511,31.1753
10219,6D7F0004,0,南码头路邹平路,121.51,31.1777
10219,6D7F0005,0,南码头路昌里东路,121.512,31.1807
10219,6D7D0000,0,昌里东路云台路,121.501,31.178
10219,6D7C0000,0,"昌里路洪山路
,121.496254",31.1773,0
10219,6C7B0002,0,昌里路历城路,121.489,31.1761
10219,6C7A0002,0,昌里路长清路,121.485,31.1752
10219,71750002,0,大木桥路中山南二路,121.461,31.1943
10219,71750001,0,大木桥路斜土路,121.457,31.1999
10219,71740004,0,斜土路枫林路,121.452,31.198
10219,71730003,0,斜土路东安路,121.448,31.1967
10219,70720002,0,斜土路宛平南路,121.444,31.1942
10219,71710001,0,肇嘉浜路天平路(徐家汇),121.438,31.1977
10219,71700003,0,虹桥路恭城路,121.431,31.1951
10219,706F0003,0,虹桥路宜山路,121.427,31.1949
10219,716D0000,0,"淮海西路凯旋路 ",121.419,31.1984
10219,716D0000,1,淮海西路凯旋路,121.419,31.1989
10219,726E0006,1,左家宅,121.421,31.2003
10219,726E0002,1,淮海西路番禺路,121.424,31.2014
10219,726E0001,1,番禺路淮海西路,121.424,31.1994
10219,706F0006,1,虹桥路宜山路,121.427,31.1943
10219,70710001,1,天钥桥路辛耕路(徐家汇),121.438,31.1935
10219,71730004,1,斜土路东安路,121.447,31.1961
10219,71740003,1,斜土路枫林路,121.452,31.1981
10219,70740001,1,"小木桥路零陵路
,121.456579",31.1943,0
10219,70750000,1,中山南二路大木桥路,121.461,31.1945
10219,6C7A0000,1,昌里路长清路,121.487,31.1755
10219,6D7C0001,1,昌里路洪山路,121.495,31.177
10219,6D7D0001,1,昌里东路云台路,121.5,31.178
10219,6D7F0001,1,南码头路昌里东路,121.512,31.181
10219,6D7F0000,1,南码头路邹平路,121.51,31.1778
10219,6C7F0002,1,成山路邹平路,121.511,31.1752
10219,6B800001,1,杨高南路南江苑,121.516,31.1704
10219,6A800001,1,杨高南路板泉路,121.517,31.1659
10219,69810003,1,高青路杨高南路,121.52,31.162
10219,6A820005,1,高青路浦三路,121.526,31.1637
10219,69820000,1,浦三路高青路,121.529,31.1628
10219,69830000,1,浦三路大道站路,121.53,31.1601
10219,67830000,1,"浦三路御桥路
,121.534773",31.1524,0
10219,66830003,1,西泰林路永泰路,121.533,31.1472
10219,66840001,1,西泰林路浦三路,121.539,31.1457
10219,63860001,1,"秀沿路康梧路
,121.547928",31.1352,0
10219,64880001,1,秀沿路康巴路,121.558,31.1365
10219,64890001,1,秀沿路沪南公路,121.564,31.1368
10219,648A0000,1,秀沿路康沈路,121.57,31.1371
10219,648B0001,1,秀沿路恒和中路,121.575,31.1374
10219,648C0001,1,秀沿路周园北路,121.58,31.1379
102191,66810004,0,永泰路东明路,121.524,31.1448
102191,67820000,0,杨高南路三林路,121.526,31.1518
102191,69810000,0,杨高南路联民路,121.521,31.1599
102191,6A800000,0,杨高南路板泉路,121.517,31.1671
102191,6B800000,0,杨高南路南江苑,121.516,31.1688
102191,6C7F0000,0,成山路邹平路,121.513,31.1757
102191,6D7F0004,0,南码头路邹平路,121.509,31.1776
102191,6D7F0005,0,南码头路昌里东路,121.512,31.1804
102191,6D7D0000,0,昌里东路云台路,121.502,31.1782
102191,6C7B0002,0,昌里路历城路,121.489,31.1761
102191,6C7A0002,0,昌里路长清路,121.485,31.1753
102191,71740004,0,斜土路枫林路,121.453,31.1985
102191,71730003,0,斜土路东安路,121.449,31.1969
102191,70720002,0,斜土路宛平南路,121.446,31.1952
