TIME,SITEID,AQI,GRADE,AIRQUALITY,PPITEMID
2014/7/1 13:00,201,79,2,良,9
2014/7/1 13:00,209,82,2,良,9
2014/7/1 13:00,185,84,2,良,9
2014/7/1 13:00,203,142,3,轻度污染,9
2014/7/1 13:00,215,84,2,良,9
2014/7/1 13:00,183,82,2,良,9
2014/7/1 13:00,207,80,2,良,9
2014/7/1 13:00,193,45,1,优,9
2014/7/1 13:00,195,65,2,良,9
2014/7/1 14:00,207,80,2,良,9
2014/7/1 14:00,193,23,1,优,9
2014/7/1 14:00,195,62,2,良,9
2014/7/1 14:00,228,72,2,良,9
2014/7/1 14:00,0,69,2,良,9
2014/7/1 14:00,201,84,2,良,9
2014/7/1 14:00,209,70,2,良,9
2014/7/1 14:00,185,83,2,良,9
2014/7/1 14:00,203,129,3,轻度污染,9
2014/7/1 14:00,215,/,/,/,/
2014/7/1 14:00,183,75,2,良,9
2014/7/1 15:00,215,/,/,/,/
2014/7/1 15:00,203,104,3,轻度污染,9
2014/7/1 15:00,185,58,2,良,9
2014/7/1 15:00,209,58,2,良,9
2014/7/1 15:00,201,67,2,良,9
2014/7/1 15:00,183,59,2,良,9
2014/7/1 15:00,207,69,2,良,9
2014/7/1 15:00,193,25,1,优,9
2014/7/1 15:00,0,54,2,良,9
2014/7/1 15:00,228,52,2,良,9
2014/7/1 15:00,195,45,1,优,9
2014/7/1 16:00,183,35,1,优,9
2014/7/1 16:00,207,46,1,优,9
2014/7/1 16:00,193,36,1,优,9
2014/7/1 16:00,195,43,1,优,9
2014/7/1 16:00,228,26,1,优,9
2014/7/1 16:00,215,/,/,/,/
2014/7/1 16:00,201,40,1,优,9
2014/7/1 16:00,209,39,1,优,9
2014/7/1 16:00,185,35,1,优,9
2014/7/1 16:00,203,94,2,良,9
2014/7/1 16:00,0,38,1,优,9
2014/7/1 17:00,215,27,1,优,4
2014/7/1 17:00,203,83,2,良,9
2014/7/1 17:00,185,25,1,优,9
2014/7/1 17:00,209,32,1,优,9
2014/7/1 17:00,201,26,1,优,9
2014/7/1 17:00,183,28,1,优,9
2014/7/1 17:00,0,29,1,优,9
2014/7/1 17:00,228,29,1,优,9
2014/7/1 17:00,195,32,1,优,9
2014/7/1 17:00,193,35,1,优,9
2014/7/1 17:00,207,32,1,优,9
2014/7/1 18:00,0,29,1,优,9
2014/7/1 18:00,201,21,1,优,2
2014/7/1 18:00,209,36,1,优,9
2014/7/1 18:00,185,23,1,优,9
2014/7/1 18:00,203,72,2,良,9
2014/7/1 18:00,183,25,1,优,9
2014/7/1 18:00,228,38,1,优,9
2014/7/1 18:00,195,29,1,优,9
2014/7/1 18:00,193,33,1,优,9
2014/7/1 18:00,207,29,1,优,9
2014/7/1 18:00,215,25,1,优,9
2014/7/1 19:00,0,26,1,优,9
2014/7/1 19:00,201,26,1,优,9
2014/7/1 19:00,209,33,1,优,9
2014/7/1 19:00,185,30,1,优,9
2014/7/1 19:00,203,54,2,良,9
2014/7/1 19:00,215,26,1,优,9
2014/7/1 19:00,183,23,1,优,9
2014/7/1 19:00,207,30,1,优,9
2014/7/1 19:00,193,29,1,优,6
2014/7/1 19:00,195,26,1,优,4
2014/7/1 19:00,228,30,1,优,9
2014/7/1 20:00,183,29,1,优,9
2014/7/1 20:00,215,30,1,优,4
2014/7/1 20:00,203,30,1,优,9
2014/7/1 20:00,185,42,1,优,9
2014/7/1 20:00,209,43,1,优,9
2014/7/1 20:00,201,28,1,优,9
2014/7/1 20:00,0,33,1,优,9
2014/7/1 20:00,207,36,1,优,9
2014/7/1 20:00,228,35,1,优,9
2014/7/1 20:00,195,39,1,优,9
2014/7/1 20:00,193,25,1,优,4
2014/7/1 21:00,209,43,1,优,9
2014/7/1 21:00,201,32,1,优,4
2014/7/1 21:00,193,25,1,优,9
2014/7/1 21:00,0,35,1,优,9
2014/7/1 21:00,228,38,1,优,9
2014/7/1 21:00,185,39,1,优,9
2014/7/1 21:00,207,33,1,优,9
2014/7/1 21:00,183,33,1,优,9
2014/7/1 21:00,215,30,1,优,4
2014/7/1 21:00,203,32,1,优,9
2014/7/1 21:00,195,40,1,优,9
2014/7/1 22:00,0,33,1,优,9
2014/7/1 22:00,228,29,1,优,9
2014/7/1 22:00,195,25,1,优,9
2014/7/1 22:00,193,25,1,优,9
2014/7/1 22:00,207,38,1,优,9
2014/7/1 22:00,183,35,1,优,9
2014/7/1 22:00,215,33,1,优,9
2014/7/1 22:00,203,42,1,优,9
2014/7/1 22:00,185,38,1,优,9
2014/7/1 22:00,201,32,1,优,9
2014/7/1 22:00,209,46,1,优,9
2014/7/1 23:00,183,30,1,优,9
2014/7/1 23:00,215,32,1,优,9
2014/7/1 23:00,203,48,1,优,9
2014/7/1 23:00,185,35,1,优,9
2014/7/1 23:00,209,45,1,优,9
2014/7/1 23:00,228,25,1,优,6
2014/7/1 23:00,207,36,1,优,9
2014/7/1 23:00,193,23,1,优,6
2014/7/1 23:00,195,26,1,优,9
2014/7/1 23:00,0,32,1,优,9
2014/7/1 23:00,201,35,1,优,9
2014/7/2 0:00,228,29,1,优,9
2014/7/2 0:00,195,32,1,优,9
2014/7/2 0:00,193,27,1,优,6
2014/7/2 0:00,207,35,1,优,9
2014/7/2 0:00,183,28,1,优,9
2014/7/2 0:00,0,35,1,优,9
2014/7/2 0:00,209,48,1,优,9
2014/7/2 0:00,185,50,1,优,9
2014/7/2 0:00,203,43,1,优,9
2014/7/2 0:00,215,32,1,优,9
2014/7/2 0:00,201,35,1,优,9
2014/7/2 1:00,215,35,1,优,9
2014/7/2 1:00,203,48,1,优,9
2014/7/2 1:00,185,54,2,良,9
2014/7/2 1:00,209,45,1,优,9
2014/7/2 1:00,201,35,1,优,9
2014/7/2 1:00,183,33,1,优,9
2014/7/2 1:00,0,35,1,优,9
2014/7/2 1:00,228,29,1,优,9
2014/7/2 1:00,195,30,1,优,9
2014/7/2 1:00,193,28,1,优,6
2014/7/2 1:00,207,35,1,优,9
2014/7/2 2:00,183,40,1,优,9
2014/7/2 2:00,207,36,1,优,9
2014/7/2 2:00,193,27,1,优,6
2014/7/2 2:00,195,32,1,优,9
2014/7/2 2:00,228,29,1,优,9
2014/7/2 2:00,0,36,1,优,9
2014/7/2 2:00,203,45,1,优,9
2014/7/2 2:00,185,43,1,优,9
2014/7/2 2:00,209,49,1,优,9
2014/7/2 2:00,201,40,1,优,9
2014/7/2 2:00,215,35,1,优,9
2014/7/2 3:00,185,43,1,优,9
2014/7/2 3:00,203,49,1,优,9
2014/7/2 3:00,215,33,1,优,9
2014/7/2 3:00,183,48,1,优,9
2014/7/2 3:00,207,38,1,优,9
2014/7/2 3:00,193,25,1,优,9
2014/7/2 3:00,195,25,1,优,9
2014/7/2 3:00,228,30,1,优,9
2014/7/2 3:00,0,38,1,优,9
2014/7/2 3:00,201,43,1,优,9
2014/7/2 3:00,209,48,1,优,9
2014/7/2 4:00,201,50,1,优,4
2014/7/2 4:00,209,50,1,优,9
2014/7/2 4:00,185,36,1,优,9
2014/7/2 4:00,203,46,1,优,9
2014/7/2 4:00,215,42,1,优,4
2014/7/2 4:00,0,39,1,优,4
2014/7/2 4:00,207,35,1,优,4
2014/7/2 4:00,193,40,1,优,4
2014/7/2 4:00,195,39,1,优,4
2014/7/2 4:00,228,41,1,优,4
2014/7/2 4:00,183,46,1,优,9
2014/7/2 5:00,201,59,2,良,4
2014/7/2 5:00,209,57,2,良,9
2014/7/2 5:00,185,38,1,优,4
2014/7/2 5:00,203,54,2,良,4
2014/7/2 5:00,215,47,1,优,4
2014/7/2 5:00,0,43,1,优,4
2014/7/2 5:00,207,51,2,良,4
2014/7/2 5:00,193,26,1,优,9
2014/7/2 5:00,195,39,1,优,9
2014/7/2 5:00,228,47,1,优,4
2014/7/2 5:00,183,40,1,优,9
2014/7/2 6:00,201,55,2,良,4
2014/7/2 6:00,209,60,2,良,9
2014/7/2 6:00,185,46,1,优,4
2014/7/2 6:00,203,68,2,良,4
2014/7/2 6:00,215,50,1,优,4
2014/7/2 6:00,0,46,1,优,4
2014/7/2 6:00,207,43,1,优,4
2014/7/2 6:00,193,38,1,优,4
2014/7/2 6:00,195,44,1,优,4
2014/7/2 6:00,228,44,1,优,4
2014/7/2 6:00,183,48,1,优,4
2014/7/2 7:00,201,61,2,良,4
2014/7/2 7:00,209,65,2,良,9
2014/7/2 7:00,185,54,2,良,4
2014/7/2 7:00,203,76,2,良,4
2014/7/2 7:00,215,58,2,良,9
2014/7/2 7:00,0,54,2,良,4
2014/7/2 7:00,207,49,1,优,9
2014/7/2 7:00,193,50,1,优,9
2014/7/2 7:00,195,59,2,良,4
2014/7/2 7:00,228,57,2,良,4
2014/7/2 7:00,183,60,2,良,9
2014/7/2 8:00,201,75,2,良,9
2014/7/2 8:00,209,95,2,良,9
2014/7/2 8:00,185,62,2,良,9
2014/7/2 8:00,203,89,2,良,9
2014/7/2 8:00,215,88,2,良,9
2014/7/2 8:00,0,75,2,良,9
2014/7/2 8:00,207,69,2,良,9
2014/7/2 8:00,193,59,2,良,9
2014/7/2 8:00,195,72,2,良,9
2014/7/2 8:00,228,69,2,良,9
2014/7/2 8:00,183,84,2,良,9
2014/7/2 9:00,201,82,2,良,9
2014/7/2 9:00,209,107,3,轻度污染,9
2014/7/2 9:00,185,83,2,良,9
2014/7/2 9:00,203,119,3,轻度污染,9
2014/7/2 9:00,215,102,3,轻度污染,9
2014/7/2 9:00,0,87,2,良,9
2014/7/2 9:00,207,79,2,良,9
2014/7/2 9:00,193,59,2,良,9
2014/7/2 9:00,195,83,2,良,9
2014/7/2 9:00,228,/,/,/,/
2014/7/2 9:00,183,97,2,良,9
2014/7/2 10:00,183,104,3,轻度污染,9
2014/7/2 10:00,215,105,3,轻度污染,9
2014/7/2 10:00,203,119,3,轻度污染,9
2014/7/2 10:00,185,83,2,良,9
2014/7/2 10:00,209,103,3,轻度污染,9
2014/7/2 10:00,207,84,2,良,9
2014/7/2 10:00,0,82,2,良,9
2014/7/2 10:00,228,60,2,良,4
2014/7/2 10:00,195,68,2,良,9
2014/7/2 10:00,193,56,2,良,4
2014/7/2 10:00,201,84,2,良,9
2014/7/2 11:00,0,87,2,良,9
2014/7/2 11:00,228,108,3,轻度污染,9
2014/7/2 11:00,195,55,2,良,4
2014/7/2 11:00,193,62,2,良,9
2014/7/2 11:00,207,84,2,良,9
2014/7/2 11:00,215,107,3,轻度污染,9
2014/7/2 11:00,203,112,3,轻度污染,9
2014/7/2 11:00,185,80,2,良,9
2014/7/2 11:00,209,99,2,良,9
2014/7/2 11:00,201,93,2,良,9
2014/7/2 11:00,183,98,2,良,9
2014/7/2 12:00,203,149,3,轻度污染,9
2014/7/2 12:00,215,107,3,轻度污染,9
2014/7/2 12:00,0,85,2,良,9
2014/7/2 12:00,183,85,2,良,9
2014/7/2 12:00,207,83,2,良,9
2014/7/2 12:00,201,84,2,良,9
2014/7/2 12:00,195,69,2,良,9
2014/7/2 12:00,228,97,2,良,9
2014/7/2 12:00,185,73,2,良,9
2014/7/2 12:00,209,93,2,良,9
2014/7/2 12:00,193,74,2,良,9
2014/7/2 13:00,0,93,2,良,9
2014/7/2 13:00,185,97,2,良,9
2014/7/2 13:00,195,69,2,良,4
2014/7/2 13:00,193,82,2,良,9
2014/7/2 13:00,207,103,3,轻度污染,9
2014/7/2 13:00,183,104,3,轻度污染,9
2014/7/2 13:00,215,105,3,轻度污染,9
2014/7/2 13:00,203,210,5,重度污染,9
2014/7/2 13:00,228,84,2,良,9
2014/7/2 13:00,209,104,3,轻度污染,9
2014/7/2 13:00,201,92,2,良,9
2014/7/2 14:00,183,142,3,轻度污染,9
2014/7/2 14:00,185,135,3,轻度污染,9
2014/7/2 14:00,209,147,3,轻度污染,9
2014/7/2 14:00,201,120,3,轻度污染,9
2014/7/2 14:00,207,145,3,轻度污染,9
2014/7/2 14:00,193,99,2,良,9
2014/7/2 14:00,0,129,3,轻度污染,9
2014/7/2 14:00,195,112,3,轻度污染,9
2014/7/2 14:00,203,153,4,中度污染,9
2014/7/2 14:00,215,143,3,轻度污染,9
2014/7/2 14:00,228,122,3,轻度污染,9
2014/7/2 15:00,185,130,3,轻度污染,9
2014/7/2 15:00,203,92,2,良,9
2014/7/2 15:00,215,132,3,轻度污染,9
2014/7/2 15:00,183,129,3,轻度污染,9
2014/7/2 15:00,207,138,3,轻度污染,9
2014/7/2 15:00,193,128,3,轻度污染,9
2014/7/2 15:00,195,144,3,轻度污染,9
2014/7/2 15:00,228,/,/,/,/
2014/7/2 15:00,0,130,3,轻度污染,9
2014/7/2 15:00,201,107,3,轻度污染,9
2014/7/2 15:00,209,132,3,轻度污染,9
2014/7/2 16:00,201,89,2,良,9
2014/7/2 16:00,209,115,3,轻度污染,9
2014/7/2 16:00,185,109,3,轻度污染,9
2014/7/2 16:00,203,74,2,良,9
2014/7/2 16:00,215,82,2,良,9
2014/7/2 16:00,0,105,3,轻度污染,9
2014/7/2 16:00,207,89,2,良,9
2014/7/2 16:00,193,133,3,轻度污染,9
2014/7/2 16:00,195,117,3,轻度污染,9
2014/7/2 16:00,228,/,/,/,/
2014/7/2 16:00,183,112,3,轻度污染,9
2014/7/2 17:00,201,52,2,良,4
2014/7/2 17:00,209,83,2,良,9
2014/7/2 17:00,185,69,2,良,9
2014/7/2 17:00,203,59,2,良,9
2014/7/2 17:00,215,50,1,优,9
2014/7/2 17:00,183,72,2,良,9
2014/7/2 17:00,207,69,2,良,9
2014/7/2 17:00,193,95,2,良,9
2014/7/2 17:00,195,79,2,良,9
2014/7/2 17:00,228,/,/,/,/
2014/7/2 17:00,0,72,2,良,9
2014/7/2 18:00,185,59,2,良,9
2014/7/2 18:00,209,63,2,良,9
2014/7/2 18:00,201,57,2,良,9
2014/7/2 18:00,0,60,2,良,9
2014/7/2 18:00,228,59,2,良,9
2014/7/2 18:00,195,/,/,/,/
2014/7/2 18:00,193,67,2,良,9
2014/7/2 18:00,207,65,2,良,9
2014/7/2 18:00,183,54,2,良,9
2014/7/2 18:00,203,60,2,良,9
2014/7/2 18:00,215,62,2,良,9
2014/7/2 19:00,228,68,2,良,9
2014/7/2 19:00,195,58,2,良,9
2014/7/2 19:00,193,70,2,良,9
2014/7/2 19:00,207,57,2,良,9
2014/7/2 19:00,183,57,2,良,9
2014/7/2 19:00,0,62,2,良,9
2014/7/2 19:00,203,54,2,良,9
2014/7/2 19:00,185,55,2,良,9
2014/7/2 19:00,209,69,2,良,9
2014/7/2 19:00,201,56,2,良,4
2014/7/2 19:00,215,68,2,良,9
2014/7/2 20:00,228,67,2,良,9
2014/7/2 20:00,0,65,2,良,9
2014/7/2 20:00,201,69,2,良,9
2014/7/2 20:00,209,75,2,良,9
2014/7/2 20:00,185,57,2,良,9
2014/7/2 20:00,195,42,1,优,9
2014/7/2 20:00,215,83,2,良,9
2014/7/2 20:00,183,64,2,良,9
2014/7/2 20:00,207,62,2,良,9
2014/7/2 20:00,193,72,2,良,9
2014/7/2 20:00,203,58,2,良,9
2014/7/2 21:00,183,77,2,良,9
2014/7/2 21:00,203,58,2,良,9
2014/7/2 21:00,185,69,2,良,9
2014/7/2 21:00,209,87,2,良,9
2014/7/2 21:00,201,129,3,轻度污染,4
2014/7/2 21:00,207,75,2,良,9
2014/7/2 21:00,0,77,2,良,9
2014/7/2 21:00,228,87,2,良,9
2014/7/2 21:00,195,65,2,良,9
2014/7/2 21:00,193,64,2,良,9
2014/7/2 21:00,215,87,2,良,9
2014/7/2 22:00,193,83,2,良,9
2014/7/2 22:00,207,79,2,良,9
2014/7/2 22:00,183,88,2,良,9
2014/7/2 22:00,0,87,2,良,9
2014/7/2 22:00,228,92,2,良,9
2014/7/2 22:00,195,75,2,良,9
2014/7/2 22:00,201,87,2,良,9
2014/7/2 22:00,209,102,3,轻度污染,9
2014/7/2 22:00,215,89,2,良,9
2014/7/2 22:00,203,65,2,良,9
2014/7/2 22:00,185,84,2,良,9
2014/7/2 23:00,215,100,2,良,9
2014/7/2 23:00,201,79,2,良,9
2014/7/2 23:00,209,109,3,轻度污染,9
2014/7/2 23:00,0,92,2,良,9
2014/7/2 23:00,228,103,3,轻度污染,9
2014/7/2 23:00,203,68,2,良,9
2014/7/2 23:00,193,88,2,良,9
2014/7/2 23:00,207,84,2,良,9
2014/7/2 23:00,183,94,2,良,9
2014/7/2 23:00,185,84,2,良,9
2014/7/2 23:00,195,83,2,良,9
2014/7/3 0:00,0,95,2,良,9
2014/7/3 0:00,228,99,2,良,9
2014/7/3 0:00,195,92,2,良,9
2014/7/3 0:00,193,93,2,良,9
2014/7/3 0:00,207,84,2,良,9
2014/7/3 0:00,183,95,2,良,9
2014/7/3 0:00,215,109,3,轻度污染,9
2014/7/3 0:00,203,75,2,良,9
2014/7/3 0:00,185,85,2,良,9
2014/7/3 0:00,201,85,2,良,9
2014/7/3 0:00,209,113,3,轻度污染,9
2014/7/3 1:00,228,93,2,良,9
2014/7/3 1:00,195,89,2,良,9
2014/7/3 1:00,193,97,2,良,9
2014/7/3 1:00,207,89,2,良,9
2014/7/3 1:00,183,94,2,良,9
2014/7/3 1:00,0,95,2,良,9
2014/7/3 1:00,203,85,2,良,9
2014/7/3 1:00,185,88,2,良,9
2014/7/3 1:00,209,117,3,轻度污染,9
2014/7/3 1:00,201,88,2,良,9
2014/7/3 1:00,215,108,3,轻度污染,9
2014/7/3 2:00,228,99,2,良,9
2014/7/3 2:00,0,98,2,良,9
2014/7/3 2:00,201,97,2,良,9
2014/7/3 2:00,209,122,3,轻度污染,9
2014/7/3 2:00,185,94,2,良,9
2014/7/3 2:00,203,98,2,良,9
2014/7/3 2:00,215,109,3,轻度污染,9
2014/7/3 2:00,183,98,2,良,9
2014/7/3 2:00,207,95,2,良,9
2014/7/3 2:00,193,82,2,良,9
2014/7/3 2:00,195,87,2,良,9
2014/7/3 3:00,201,97,2,良,9
2014/7/3 3:00,209,125,3,轻度污染,9
2014/7/3 3:00,185,103,3,轻度污染,9
2014/7/3 3:00,203,107,3,轻度污染,9
2014/7/3 3:00,215,115,3,轻度污染,9
2014/7/3 3:00,0,104,3,轻度污染,9
2014/7/3 3:00,207,100,2,良,9
2014/7/3 3:00,193,87,2,良,9
2014/7/3 3:00,195,102,3,轻度污染,9
2014/7/3 3:00,228,102,3,轻度污染,9
2014/7/3 3:00,183,100,2,良,9
2014/7/3 4:00,201,93,2,良,9
2014/7/3 4:00,209,138,3,轻度污染,9
2014/7/3 4:00,185,107,3,轻度污染,9
2014/7/3 4:00,203,102,3,轻度污染,9
2014/7/3 4:00,215,118,3,轻度污染,9
2014/7/3 4:00,0,110,3,轻度污染,9
2014/7/3 4:00,207,113,3,轻度污染,9
2014/7/3 4:00,193,94,2,良,9
2014/7/3 4:00,195,107,3,轻度污染,9
2014/7/3 4:00,228,115,3,轻度污染,9
2014/7/3 4:00,183,105,3,轻度污染,9
2014/7/3 5:00,201,104,3,轻度污染,9
2014/7/3 5:00,209,145,3,轻度污染,9
2014/7/3 5:00,185,127,3,轻度污染,9
2014/7/3 5:00,203,104,3,轻度污染,9
2014/7/3 5:00,215,132,3,轻度污染,9
2014/7/3 5:00,0,123,3,轻度污染,9
2014/7/3 5:00,207,115,3,轻度污染,9
2014/7/3 5:00,193,100,2,良,9
2014/7/3 5:00,195,124,3,轻度污染,9
2014/7/3 5:00,228,142,3,轻度污染,9
2014/7/3 5:00,183,115,3,轻度污染,9
2014/7/3 6:00,201,115,3,轻度污染,9
2014/7/3 6:00,209,165,4,中度污染,9
2014/7/3 6:00,185,140,3,轻度污染,9
2014/7/3 6:00,203,108,3,轻度污染,9
2014/7/3 6:00,215,143,3,轻度污染,9
2014/7/3 6:00,0,139,3,轻度污染,9
2014/7/3 6:00,207,123,3,轻度污染,9
2014/7/3 6:00,193,130,3,轻度污染,9
2014/7/3 6:00,195,148,3,轻度污染,9
2014/7/3 6:00,228,156,4,中度污染,9
2014/7/3 6:00,183,133,3,轻度污染,9
2014/7/3 7:00,201,129,3,轻度污染,9
2014/7/3 7:00,209,183,4,中度污染,9
2014/7/3 7:00,185,150,3,轻度污染,9
2014/7/3 7:00,203,122,3,轻度污染,9
2014/7/3 7:00,215,176,4,中度污染,9
2014/7/3 7:00,0,155,4,中度污染,9
2014/7/3 7:00,207,140,3,轻度污染,9
2014/7/3 7:00,193,152,4,中度污染,9
2014/7/3 7:00,195,152,4,中度污染,9
2014/7/3 7:00,228,168,4,中度污染,9
2014/7/3 7:00,183,149,3,轻度污染,9
2014/7/3 8:00,201,169,4,中度污染,9
2014/7/3 8:00,209,190,4,中度污染,9
2014/7/3 8:00,185,166,4,中度污染,9
2014/7/3 8:00,203,143,3,轻度污染,9
2014/7/3 8:00,215,189,4,中度污染,9
2014/7/3 8:00,0,173,4,中度污染,9
2014/7/3 8:00,207,172,4,中度污染,9
2014/7/3 8:00,193,158,4,中度污染,9
2014/7/3 8:00,195,166,4,中度污染,9
2014/7/3 8:00,228,168,4,中度污染,9
2014/7/3 8:00,183,176,4,中度污染,9
2014/7/3 9:00,201,156,4,中度污染,9
2014/7/3 9:00,209,166,4,中度污染,9
2014/7/3 9:00,185,152,4,中度污染,9
2014/7/3 9:00,203,166,4,中度污染,9
2014/7/3 9:00,215,162,4,中度污染,9
2014/7/3 9:00,0,143,3,轻度污染,9
2014/7/3 9:00,207,185,4,中度污染,9
2014/7/3 9:00,193,149,3,轻度污染,9
2014/7/3 9:00,195,150,3,轻度污染,9
2014/7/3 9:00,228,144,3,轻度污染,9
2014/7/3 9:00,183,33,1,优,9
2014/7/3 10:00,193,138,3,轻度污染,9
2014/7/3 10:00,195,105,3,轻度污染,9
