"","id","DMSM1","address","time"
"198",198,"伤人事故","西藏北路进南山路南约10米","2014-8-17 19:58:00"
"199",199,"死亡事故","殷高西路高境路西约1米","2014-8-9 5:05:00"
"200",200,"死亡事故","新四平公路海杰路东约200米","2014-10-10 21:00:00"
"201",201,"死亡事故","杨高北路进胶东路北约80米","2014-11-14 20:02:00"
"202",202,"死亡事故","沈海高速东侧沈海高速前约500米","2014-8-5 6:42:00"
"203",203,"死亡事故","肇嘉浜路大木桥路西约20米","2014-8-14 23:39:00"
"204",204,"死亡事故","青赵公路出曙光路北约200米","2014-8-5 7:43:00"
"205",205,"死亡事故","张杨北路航津路东约1米","2014-8-14 22:03:00"
"206",206,"死亡事故","伊宁路永盛路西约100米","2014-9-10 6:42:00"
"207",207,"死亡事故","金张公路进建乐路南约10米","2014-8-28 15:30:00"
"208",208,"死亡事故","老芦公路两港大道西北约5米","2014-8-8 9:52:00"
"209",209,"死亡事故","三沙洪路出人民路北约30米","2014-10-24 7:27:00"
"210",210,"死亡事故","嘉安公路回城西路南约10米","2014-8-24 17:51:00"
"211",211,"死亡事故","沈海高速西侧1295km约900米","2014-7-25 1:50:00"
"212",212,"死亡事故","团青公路奉村路东约2米","2014-7-25 4:05:00"
"213",213,"死亡事故","宝安公路嘉松北路西约5米","2014-10-14 10:01:00"
"214",214,"伤人事故","恒丰路天目西路北约1米","2014-7-28 10:15:00"
"215",215,"死亡事故","华夏高架路东侧BWP0280约1米","2014-7-27 8:05:00"
"216",216,"死亡事故","沪南公路上南路东约20米","2014-8-11 23:20:00"
"217",217,"伤人事故","七莘路华茂路北约100米","2014-10-23 22:37:00"
"218",218,"伤人事故","剑川路老中春路北约2米","2014-10-22 15:12:00"
"219",219,"死亡事故","文翔路进辰塔路西约300米","2014-9-23 6:50:00"
"220",220,"死亡事故","浦东北路大同路西北约10米","2014-8-11 9:35:00"
"221",221,"死亡事故","剑川路出金平路西约10米","2014-7-29 21:05:00"
"222",222,"死亡事故","老芦公路进三三公路南约100米","2014-7-28 4:25:00"
"223",223,"死亡事故","沪闵路虹梅路东北约10米","2014-9-4 6:26:00"
"224",224,"死亡事故","华东路进华夏东路北约600米","2014-10-29 11:50:00"
"225",225,"死亡事故","华夏中路金科路东约1米","2014-7-11 20:43:00"
"226",226,"死亡事故","莲花南路银都路北约300米","2014-10-14 10:35:00"
"227",227,"死亡事故","中春路进黎安路南约1000米","2014-7-27 0:32:00"
"228",228,"死亡事故","富锦路出同济路西约500米","2014-9-20 16:10:00"
"229",229,"死亡事故","沪城环路出大学城共享区道路北约200米","2014-9-14 17:25:00"
"230",230,"死亡事故","世纪大道进东方路西约100米","2014-9-7 20:55:00"
"231",231,"死亡事故","叶新公路进文工路东约50米","2014-10-2 8:35:00"
"232",232,"伤人事故","沪闵路元江路北约120米","2014-9-16 12:44:00"
"233",233,"死亡事故","张庄公路塔闵公路北约3000米","2014-9-2 15:05:00"
"234",234,"死亡事故","罗秀路进虹梅南路(西)东约60米","2014-9-27 0:02:00"
"235",235,"死亡事故","宝钱公路嘉唐公路东约2000米","2014-10-29 8:26:00"
"236",236,"死亡事故","华徐公路进盈港东路南约200米","2014-12-8 14:34:00"
"237",237,"死亡事故","申江路进高科中路北约50米","2014-12-2 15:40:00"
"238",238,"伤人事故","光复西路进大渡河路(西)东约60米","2014-8-22 12:00:00"
"239",239,"伤人事故","陈行公路苏召路西约0米","2014-8-16 16:59:00"
"240",240,"伤人事故","东海大桥进沪K11约0米","2014-7-21 23:10:00"
"241",241,"死亡事故","包头路进嫩江路北约230米","2014-11-30 19:48:00"
"242",242,"伤人事故","老沪太路进沪太路东约100米","2014-8-2 5:04:00"
"243",243,"死亡事故","沪渝高速北侧50km约600米","2014-7-22 1:50:00"
"244",244,"伤人事故","莘松路场东路西约5米","2014-8-13 10:46:00"
"245",245,"死亡事故","北进场路浦东机场北立交东约0米","2014-7-21 1:10:00"
"246",246,"死亡事故","国展路进云台路东约70米","2014-9-19 9:57:00"
"247",247,"死亡事故","沈海高速东侧1307km约400米","2015-1-9 19:20:00"
"248",248,"死亡事故","申嘉湖高速北侧34km约500米","2014-8-29 22:00:00"
"249",249,"伤人事故","余姚路延平路南约3米","2014-7-5 15:10:00"
"250",250,"伤人事故","宜山路进古美路东约60米","2014-9-4 20:04:00"
"251",251,"死亡事故","人民北路出辰花路南约150米","2014-9-14 15:40:00"
"252",252,"死亡事故","友谊路进江杨北路西约1958米","2014-8-22 17:15:00"
"253",253,"死亡事故","沪渝高速北侧50km约700米","2014-7-22 4:40:00"
"254",254,"伤人事故","北松公路进中青路东约200米","2014-9-12 10:28:00"
"255",255,"死亡事故","共康东路岭南路路口","2014-8-1 1:30:00"
"256",256,"死亡事故","金葵路出金粤路东约150米","2014-11-22 20:44:00"
"257",257,"死亡事故","双城路进宝东路西约200米","2014-8-14 22:10:00"
"258",258,"死亡事故","前云路出沪青平公路南约1600米","2014-9-25 4:57:00"
"259",259,"死亡事故","上海绕城高速外侧48.5km约20米","2014-11-20 0:50:00"
"260",260,"死亡事故","高科东路出华东路东约800米","2014-9-23 21:09:00"
"261",261,"死亡事故","向堡公路进合五公路东约400米","2014-7-23 9:20:00"
"262",262,"死亡事故","浏翔公路宝钱公路东约1米","2014-7-9 8:15:00"
"263",263,"死亡事故","沈砖公路出城隆路东约300米","2014-7-31 19:20:00"
"264",264,"死亡事故","中山西路虹桥路东北约15米","2014-8-22 11:01:00"
"265",265,"死亡事故","纪鹤公路进宝丰路东约10米","2014-9-16 15:35:00"
"266",266,"死亡事故","长江路进军工路西约50米","2014-9-16 9:18:00"
"267",267,"伤人事故","元江路龙吴路西北约0米","2014-11-26 13:58:00"
"268",268,"死亡事故","古北路延安西路西南约20米","2014-10-30 11:02:00"
"269",269,"伤人事故","林海公路东佳路南约3000米","2014-7-27 10:42:00"
"270",270,"死亡事故","虎林路进呼兰路南约200米","2014-11-22 8:15:00"
"271",271,"伤人事故","共和新路柳营路北约5米","2014-10-16 7:40:00"
"272",272,"死亡事故","凯旋北路进盘湾里西约50米","2014-9-19 9:45:00"
"273",273,"死亡事故","沪南公路进航南公路北约400米","2014-9-12 18:23:00"
"274",274,"死亡事故","金陵西路淡水路东约8米","2014-11-21 11:00:00"
"275",275,"伤人事故","三鲁公路进东方一路北约300米","2014-9-15 8:20:00"
"276",276,"伤人事故","航南路进航东路西约20米","2014-9-23 18:30:00"
"277",277,"死亡事故","古美路平南路北约0米","2014-10-8 8:25:00"
"278",278,"死亡事故","共和新路进汾西路南约10米","2014-9-4 7:45:00"
"279",279,"伤人事故","沪青平公路华翔路西北约15米","2014-11-17 19:02:00"
"280",280,"死亡事故","七莘路进中谊路南约200米","2014-7-21 19:56:00"
"281",281,"伤人事故","北松公路出中春路东约400米","2014-10-12 18:20:00"
"282",282,"死亡事故","浦东南路进洪山路东约1米","2014-8-21 10:02:00"
"283",283,"死亡事故","遵义路进天山路北约80米","2015-4-7 10:07:00"
"284",284,"死亡事故","保德路阳曲路东约1米","2014-10-11 8:00:00"
"285",285,"伤人事故","漕溪北路蒲汇塘路南约30米","2014-11-24 0:52:00"
"286",286,"死亡事故","叶兴公路出叶政路南约2KM","叶兴公路出叶政路南约2KM"
"287",287,"伤人事故","莘建东路出广贤路西约50米","2014-10-27 9:19:00"
"288",288,"死亡事故","徐家汇路顺昌路西约0米","2014-9-4 11:30:00"
"289",289,"伤人事故","古楼公路出刘五公路西约10米","2014-9-11 5:40:00"
"290",290,"死亡事故","两港大道(南北)出沪南公路南约500米","2014-11-3 23:35:00"
"291",291,"死亡事故","盈淀路进青赵公路西约80米","2014-7-27 13:30:00"
"292",292,"死亡事故","京沪高速公路（上海段）往南京方向1211KM+800M","京沪高速公路（上海段）往南京方向1211KM+800M"
"293",293,"死亡事故","中春路沪松公路西约5米","2014-8-18 6:03:00"
"294",294,"死亡事故","上海绕城高速内侧50.3km约30米","2014-8-5 21:20:00"
"295",295,"死亡事故","朱吕公路进朱平公路东约1米","2015-1-20 20:46:00"
"296",296,"死亡事故","桃浦路真光路西约2米","2014-9-18 9:42:00"
"297",297,"死亡事故","沪南公路建豪路东约20米","2014-9-21 11:05:00"
"298",298,"死亡事故","召泰路出鲁南路南约10米","2014-12-11 13:16:00"
"299",299,"伤人事故","沪太路联白路东约1米","2014-9-7 13:01:00"
"300",300,"死亡事故","虹漕路进漕宝路南约300米","2014-7-6 18:28:00"
"301",301,"死亡事故","桃浦路进双河路西约50米","2014-8-30 17:08:00"
"302",302,"死亡事故","泰青公路东侧3km约200米","2014-8-15 11:20:00"
"303",303,"死亡事故","沪青平公路出嘉松中路西约30米","2014-9-29 8:00:00"
"304",304,"伤人事故","沪松公路涞亭南路南约20米","2014-12-2 14:58:00"
"305",305,"死亡事故","军工路港水路北约1米","2014-12-15 13:10:00"
"306",306,"伤人事故","古楼公路出横港公路西约250米","2014-7-14 18:08:00"
"307",307,"死亡事故","莲花南路澄江路东约5米","2014-7-18 15:25:00"
"308",308,"死亡事故","申嘉湖高速南侧53公里km约200米","2014-9-19 10:00:00"
"309",309,"死亡事故","宝钱公路安新路南约1米","2015-1-2 13:46:00"
"310",310,"伤人事故","中春路光中路北约00米","2014-10-17 23:13:00"
"311",311,"死亡事故","陈章路出华重公路北约400米","2014-11-20 22:30:00"
"312",312,"死亡事故","长乐路襄阳北路西约7米","2014-9-4 13:44:00"
"313",313,"死亡事故","北松公路出李高路西约50米","2014-7-31 14:16:00"
"314",314,"伤人事故","沪太公路曹新公路东约1米","2014-7-28 20:12:00"
"315",315,"死亡事故","亭枫公路松金公路东约10米","2014-9-24 5:20:00"
"316",316,"伤人事故","中谊路出七莘路西约70米","2014-9-26 18:56:00"
"317",317,"死亡事故","共和新路洛川东路南约1米","2014-10-4 9:20:00"
"318",318,"死亡事故","肇嘉浜路进瑞金南路西约30米","2014-10-24 8:50:00"
"319",319,"死亡事故","城银路园康路东约1米","2014-10-14 10:39:00"
"320",320,"死亡事故","泗陈公路方泗公路北约5米","2014-9-30 17:20:00"
"321",321,"伤人事故","莘松路进场西路西约60米","2014-8-25 6:32:00"
"322",322,"死亡事故","嘉松中路华志路北约5米","2014-11-1 5:11:00"
"323",323,"死亡事故","潘泾路进宝安公路南约500米","2014-8-6 6:38:00"
"324",324,"死亡事故","新胜路出友爱路北约1000米","2014-9-13 7:10:00"
"325",325,"死亡事故","月罗公路抚远路东约1米","2014-7-27 16:12:00"
"326",326,"死亡事故","大川公路进拱为路北约500米","2014-8-20 19:25:00"
"327",327,"死亡事故","浦星公路联跃路东约0米","2014-9-3 7:49:00"
"328",328,"伤人事故","泗陈公路进横港公路西约300米","2014-7-17 21:15:00"
"329",329,"死亡事故","纪翟路北翟支路东北约5米","2014-9-4 6:45:00"
"330",330,"死亡事故","浦卫公路奉庄公路东约1米","2014-10-20 11:45:00"
"331",331,"伤人事故","复兴东路出大夫坊东约30米","2014-8-20"
"332",332,"伤人事故","宝山路海伦西路南约00米","2014-9-12 14:10:00"
"333",333,"死亡事故","城中路城中街西约1米","2014-9-25 15:10:00"
"334",334,"死亡事故","百色路龙川北路西约5米","2014-9-9 14:39:00"
"335",335,"死亡事故","国顺东路出双阳北路东约700米","2014-7-23 15:30:00"
"336",336,"伤人事故","二热一路二热五路北约15米","2014-7-17 8:05:00"
"337",337,"死亡事故","叶新公路出中南路东约300米","2014-10-2 18:15:00"
"338",338,"死亡事故","大叶公路进车亭公路东约1000米","2014-8-19 5:00:00"
"339",339,"死亡事故","沪昆高速北侧47km约0米","2014-8-28 1:56:00"
"340",340,"伤人事故","沪松公路进沪亭北路东约200米","2014-7-10 3:01:00"
"341",341,"死亡事故","港城路出浦东北路西约1000米","2014-8-11 14:00:00"
